"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"389","Rainier Oregon 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"390","Rainier Parrot","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"391","Rainier PNW 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"392","Rainier PNW 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"393","Rainier TAC 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"394","Rainier TAC 310","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"395","Rainier TAC 311","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"396","Rainier TAC 312","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"397","Rainier TAC Eng2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"398","Rainier USA 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"399","Rainier Wash 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"400","Rainier Wash 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"401","Rainier WW 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"402","Rainier WW Eng 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"403","Maz Audio Test","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"404","Maz Bridge 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","On","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"405","Maz BC 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"406","Maz Cal 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"407","Maz Cascades E","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Cascades East","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"408","Maz Canada 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"409","Mazama Comm 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"410","Maz Comm 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Comm 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"411","Maz DCI 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"412","Maz DCI 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"413","Maz Fusion 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Fusion","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"414","Maz Hawaii 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"415","Maz Idaho 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"416","Maz I-5","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"417","Maz Local 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"418","Maz Local 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"419","Maz Michigan 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Michigan 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"420","Maz Michigan 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Michigan 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"421","Maz Montana 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"422","Maz Mountain 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","MTN 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"423","Maz MPRG 1-2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","MPRG","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"424","Maz NA 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"425","Maz Net 2 UHF","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"426","Maz Oregon 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"427","Maz Parrot","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"428","Maz PNW 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","1","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"429","Maz PNW 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"430","Maz PNW Reg 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"433","Maz SNARS 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"434","Maz TAC 1","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"435","Maz TAC 2","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"436","Maz TAC 3","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"437","Maz TAC 310","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"438","Maz TAC 311","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"439","Maz TAC 312","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"440","Maz TAC 313","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"441","Maz TAC 314","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"442","Maz TAC 315","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"443","Maz TAC 316","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"444","Maz TAC 317","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"445","Maz TAC 318","433.15000","449.65000","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","3","2","Mazama UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
